target intercept intra c.para.120 p.intercept p.intra p.c.para.120
Lag3 -0.00886745794180524 0.597548034459904 0.180968171147389 0.562545852010704 1.27350863434227e-16 0.00559508070632726
CD209 -0.0667612001591092 0.121054293953328 0.151511396418737 8.37299984072067e-12 0.162291970346146 0.0164853091268928
PD1 0.0507040036066414 1.03449793852043 0.653224987415924 1.04293514352692e-05 1.16231184285584e-93 1.0157765465039e-36
CD138 -0.130423142613214 0.130817799718729 0.480430163589834 8.5120088427659e-05 0.10774042240024 4.44043107343964e-15
PD.L1 0.0923825353788842 0.944822332349419 0.477463547263162 7.59357656349392e-18 1.09796808900185e-162 8.71832110390558e-33
CSF.1R 0.0980723063712187 0.842735056275908 0.424080773346849 1.44254271411293e-08 1.76707461993124e-92 2.06702759737e-24
CD63 0.052187618285881 1.02331300939575 0.191722979076766 0.00244705776737935 1.18176131490162e-77 0.000262676427458006
MPO -0.0577533742435452 0.325638495164681 0.132316449256748 5.81854359967794e-05 0.00146342668634869 0.0135705136455077
EGFR 0.14103511610776 0.598780636089395 0.86470073728009 7.4956609964211e-15 2.39302807809245e-25 7.06820060101138e-87
CD20 0.0969255806771141 0.904981312805357 0.453774957390923 2.17852068883434e-07 8.7068009820022e-67 9.9077566842779e-22
CD4 0.039761194998159 1.06440148952117 0.231242343266073 7.06821061469731e-07 0 7.83300460045036e-15
Beta.catenin 0.217381599681086 0.906136301466271 0.379600208023301 5.28481144328734e-25 4.06583206615649e-254 5.73823265875401e-35
CD31 -0.0403355154156164 0.667097262085295 0.525700177091534 0.0387250163350266 1.88109831190126e-19 8.03816977788957e-26
CD11b -0.0342931272854466 1.06786899171268 0.280884156023128 0.00589008257678393 1.7419390223701e-304 5.0673556478484e-18
CD3 0.0165045920088506 1.04580303185818 0.139949794945832 0.0124725457245173 0 2.99994321908845e-07
CD11c -0.0322477528422695 0.847224817951451 0.630894979893744 0.00736227928938442 2.75368604476005e-205 1.0984251735397e-127
p53 -0.152362767397139 0.360210799259202 0.128084936320132 4.98318118785593e-06 1.10296443864323e-06 0.147045857204113
H3K27me3 0.180716555918032 1.12012416500839 0.107388748515641 3.10911562042128e-16 0 0.000107813600464682
H3K9ac 0.225306306899752 1.03270483664567 0.244588612625333 2.60560700048535e-24 0 5.86131459693263e-20
CD68 -0.0622783025648749 1.07091841967785 0.280880970328014 0.000345334486767495 1.90326987911706e-196 6.84077538474586e-14
Keratin6 0.0670598958385791 1.05270533780465 0.0861295645606251 3.17186138551452e-06 5.88102498882226e-307 0.00747887896637212
CD8 0.0418324165346591 0.990280230005212 0.464242424782328 0.000686556087679218 6.1399258561569e-137 2.07189277285783e-26
CD45RO -0.00396308375463989 1.06896567726641 0.0509515803127331 0.584375675947942 0 0.0239518951838621
Pan.Keratin 0.197504913141837 0.696625365998981 0.661108957931241 7.08273007973879e-06 2.23396353800841e-19 1.19650769997647e-22
IDO -0.0339297509030203 0.732580751791554 0.693417053005728 0.0221714229452029 2.57593643929498e-81 2.32813367133647e-79
CD16 -0.360665295456152 1.00919248636112 0.383426795657548 1.2538701311835e-25 1.71889195083184e-301 2.68982666128485e-32
HLA.DR -0.0787493080189192 0.908615346649684 0.466642604991443 2.95728599748604e-12 3.55483581406834e-271 8.86011380319424e-59
CD45 -0.013966916113367 1.05865115502567 0.0681072923609283 0.00506191260796753 0 0.000289271297447644
phospho.S6 0.272173913028772 0.787340554463604 0.510054007521564 3.72586901575098e-11 1.73613835671658e-86 4.39739510819855e-42
Keratin17 0.0608602957028052 1.00285960097689 0.249168273631673 6.19630446452389e-16 0 2.24910622321539e-15
HLA_Class_1 -0.0732054090010085 0.845500127554917 0.468876524898831 1.23372580081778e-18 1.53376784928921e-263 1.88414816737674e-82
