target intercept intra c.para.120 p.intercept p.intra p.c.para.120
FoxP3 -0.0441000178646506 1.17240890441027 0.0906064198442001 0.360927811507426 3.24307048247158e-33 0.572199728807942
PD1 -0.0155163110844456 1.07871667826188 -0.11121281754821 0.712739871001673 1.47625806689995e-32 0.366412795942938
PD.L1 -0.0465909265632743 0.790469188996891 0.0416758350384423 0.137330660748556 1.2268961804573e-10 0.71753487226167
Ki67 -0.088852707146273 1.2582648030324 0.270753854375478 0.09161726456714 1.56787505041337e-30 0.0064464135377711
CD138 -0.323331679862227 0.946117116422178 0.3886052736323 0.00236953500316558 4.99843988747339e-27 8.63903118678201e-06
CD4 0.0465060498454369 1.26988858979461 -0.0215577160198911 0.0368382101820056 8.35642143075084e-109 0.777854176043701
CD31 -0.0641742754411757 0.311557910965683 0.137526085189494 0.00592048586102735 0.0207966907295858 0.313197996397635
CD3 0.00554912908770469 1.11520059124497 -0.0419513936163695 0.764012001889031 1.31455226841487e-131 0.556725115604948
CSF.1R -0.336836459342654 1.14173386235399 0.126248722918803 0.000775475559447074 1.71973136279705e-102 0.0676690517145948
CD20 -0.163341786246809 0.158777938192999 0.327940320359519 0.0148571098501094 0.325129486985166 0.048300565792565
EGFR -0.0870418000909556 0.973269406575735 0.358233280314192 0.0050698504448882 1.23784374658211e-42 4.52686003921741e-07
CD63 -0.116799576709195 1.19683506466456 0.103407252681379 0.00337496086406974 2.52172796776237e-99 0.158360534167879
CD11c 0.135501716592962 0.958424701191596 0.632382104386004 8.2624181699636e-05 1.95210913476264e-29 3.27271572921634e-09
IDO 0.0344718473012849 0.397760163857185 0.775060007920501 0.365554162354523 0.00172105993577728 2.6162046287378e-07
CD11b 0.0661839288730448 1.39698417980815 0.32641698772821 0.00458206402471353 3.96562897539645e-57 0.000164308779077204
CD68 -0.278229292982529 1.19515075700963 -0.0387374194106063 0.0385712076410433 1.913616189753e-131 0.560588554918203
CD16 -0.495900839272025 1.13566743433668 0.301174436432843 1.45905575816164e-05 9.44549013737724e-63 0.000478211447002052
MPO -0.0842705588344155 1.49526259802859 0.451194985933213 0.0457505910277774 7.10987202983578e-55 4.20874504481862e-05
Beta.catenin -0.00593308344260435 1.02084606024401 0.29953457281044 0.761320790821889 3.9101130004494e-58 1.9111553583676e-06
p53 -0.0845741720761757 0.465902869669221 0.237972852209484 0.0529482434565519 8.10732237592318e-05 0.0921721027624235
CD8 -0.0210489603437553 1.14576336134851 0.151773092251952 0.512545999821228 7.62635503809681e-54 0.139086520072607
Keratin17 -0.239996104836006 0.098700266090305 -0.0039202494624735 5.87656323904551e-08 0.457137455663862 0.970998091468823
H3K27me3 -0.0606644808134137 1.27432241564844 0.20475715834335 0.00848354897074002 1.86670097351e-101 0.000485142999646886
H3K9ac -0.214248983325585 1.19109754710741 0.20976410217657 7.54828980513284e-06 2.09768760529627e-78 0.0045995476676306
CD45RO 0.00476224589826717 1.13870452461831 -0.109453550022498 0.802211948628333 5.89967496664301e-123 0.149205823528334
CD45 -0.00749494265264882 1.1642948786071 0.117082722002437 0.554724268199851 1.73135711180253e-165 0.0298247684865207
HLA.DR -0.098211461943373 1.11142797629354 0.279149586039687 0.00161092283004428 3.18028346440101e-92 0.000232721783344253
Keratin6 -0.034967562186605 1.07413193543065 0.106900155287155 0.0666203046011448 2.61988226887943e-50 0.156626227626894
phospho.S6 -0.272086988587898 1.09585742918781 0.351861325705055 5.92175951628299e-07 3.69627773099502e-60 2.14585256542355e-06
Pan.Keratin -0.0124621765210305 0.958368268740051 0.300512471104649 0.517195910603786 2.38701218936592e-41 1.59116676353591e-05
HLA_Class_1 -0.373045800795796 0.962198618633302 0.393420804083146 4.5257874673748e-07 7.79095242931377e-43 1.85033718389331e-08
