target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
FoxP3 0.646196707250078 0.0457129015589073 0.646043412518151 0.0455730923917938 0.499562135847666 0.502284868933174
Lag3 1.0187823453839 0.0777098480445595 1.01446699229513 0.0833414823221398 0.491483895272716 0.448513649543127
p53 0.0583618865480592 0.0508419731523779 0.0588898506731314 0.0613532575624202 0.509459412271439 0.409488588586144
PD1 1.03354315087888 0.260528012632239 1.01010264272725 0.300545669042399 0.436457804469148 0.254919818599364
PD.L1 0.392452901229135 0.153386504291153 0.381716177426619 0.192933051857299 0.428010911842192 0.185162370743031
CD16 0.417348587526794 0.158035836596512 0.409757994923637 0.186468273895073 0.422238824989242 0.262143608257125
IDO 0.559989534498474 0.319505496878665 0.538121834751152 0.37122845883774 0.302322566867866 0.118651396261163
MPO 0.430911983916961 0.106382601503282 0.433213135949201 0.099063362133534 0.508643886050254 0.554656631549582
CD11c 0.636307656370961 0.373878526224012 0.602576523967538 0.44085224329632 0.115213972977598 0.0271781183822712
CD8 0.687606437396194 0.624728113549351 0.677504843338639 0.635320264663655 0.328257908431207 0.402090337577915
CD68 0.641242848653311 0.342498430162046 0.637707022579718 0.350317607784136 0.470510848508145 0.441060550271574
Ki67 0.84160429744319 0.0494787524350352 0.839579214180156 0.0517430668564981 0.495425206357053 0.477741162996392
HLA.DR 0.575422251841065 0.6372386673992 0.560444356136895 0.655758741633762 0.270840115826998 0.214084922757706
Keratin17 0.0865268715576132 0.0807606325802218 0.0865138684449194 0.0806267849731984 0.499483366348855 0.501256729628107
CD56 1.44081653141331 0.122748831016036 1.3919046545434 0.17016524363087 0.418743489414893 0.185541780008757
H3K27me3 0.350058985891345 0.833608914266858 0.34997283397444 0.83368342971325 0.496783119810063 0.496910635239307
CD45RO 0.499205875246407 0.801614380288037 0.490818370307704 0.807854185044861 0.319002197343634 0.370891446195884
Keratin6 0.0798844440626628 0.0627330258998044 0.0798306405958034 0.0620484425451833 0.498825803477781 0.505756113184767
H3K9ac 0.430789474568535 0.748990172318866 0.427481484408937 0.752932443485829 0.374206042241354 0.360305384727487
CD31 0.983970225512476 0.212386152625555 0.962017798579441 0.247100788707164 0.381147655058885 0.0867636653450454
CD4 0.612908629581208 0.626722073195877 0.608154569284537 0.631594627033706 0.46389946493942 0.464033745511966
Beta.catenin 0.289904186924703 0.181712662886493 0.283410428602573 0.219083815578019 0.396316158039366 0.189430631285183
CD63 0.486026402333198 0.0325410961185324 0.478101355240021 0.0708645103832643 0.461867807213574 0.0434474041349575
CD138 0.978901687893128 0.230032627092621 0.906860976039441 0.329061305338299 0.132982395814701 0.0237237145015288
CSF.1R 0.325885247537359 0.399652368268542 0.323951502115492 0.405016791768114 0.441736234315216 0.441788263595274
CD11b 0.530875014782398 0.740149565346511 0.53020336738399 0.741086060722072 0.49188132061044 0.487710194012587
CD3 0.370506782179712 0.839751404772885 0.369534346394977 0.840589968524818 0.4635548083155 0.473115413762379
Pan.Keratin 0.194906318460812 0.525864210815944 0.181434415237972 0.58966121246209 0.166124453913138 0.160303158005005
CD209 3.48967895028231 0.742455626574885 3.06784744907462 0.802190228094788 0.0027584148086734 0.0160806377215341
phospho.S6 0.435890244447712 0.69466501992439 0.428135745351817 0.705713701804102 0.277466665322723 0.236913324240844
HLA_Class_1 0.353480284599404 0.683989291141752 0.335924537625428 0.714270718763915 0.0305580774774908 0.00660126649185202
CD20 0.733169091875588 0.771275808161181 0.688660188869691 0.798223473855966 0.0116656442151957 0.0124240727819695
CD45 0.356714210700171 0.815353873145218 0.355386505006107 0.816806520510709 0.447356964001214 0.456404968159919
