target intercept intra c.para.120 p.intercept p.intra p.c.para.120
FoxP3 -0.00792084224027893 0.706840321062033 0.0643122397512898 0.577038968425539 1.14476804972807e-28 0.32354462645141
Lag3 -0.022438910959964 0.780619704749706 0.461297452356233 0.307372994543913 7.21702922103007e-40 1.70353801748076e-12
p53 0.0796554095900814 0.845481370314673 0.425855842961287 0.00454053664485734 2.60178536792496e-36 1.53260304244999e-09
PD1 -0.0546229902783505 0.894995612421757 0.390512757167605 0.0114779654503488 4.31009761177879e-167 3.12562380383851e-24
PD.L1 0.0306916247257968 0.647180429908571 0.55101110972299 0.0143141592784787 1.21548037777892e-53 9.64186110915553e-34
CD16 0.0597903152183157 0.890322992460649 0.427507989213603 2.78520881536197e-05 1.76728378024716e-91 9.35390404416171e-22
IDO 0.0251775922359898 1.04981158161481 0.524940347327675 0.0241960158398803 2.26435610400231e-153 2.36836158830384e-45
MPO 0.0207358036684591 1.18081269089097 0.154969644431871 0.0527147711510579 1.23526246621395e-112 0.000239595691011961
CD11c -0.0102175247952937 0.915011841748519 0.537820765167183 0.398703949619962 8.46447139368348e-174 5.6354934362639e-64
CD8 -0.0551027412316999 1.14092244926572 0.21813828239579 8.01039091838807e-05 0 5.74333419083478e-18
CD68 -0.0261639977349165 1.0953189971248 0.227488187777025 0.0439517593774325 8.0872922223278e-219 7.32087570809998e-08
Ki67 -0.0278192741535126 0.68424549011878 0.185447330182814 0.163105257240163 1.08154968597267e-24 0.000702154613146296
Keratin17 -0.0541984183593397 0.730285396431743 0.0664092026237199 0.00785998744382634 5.56862408521585e-37 0.275877892577244
HLA.DR -0.116424271321403 1.04054249767216 0.277672667376157 5.92896614605215e-17 0 3.27836670389034e-30
CD56 -0.0914390817225926 0.995340178583575 0.604434845849299 0.00327740105700033 6.70518441193483e-57 4.47505530092983e-37
H3K27me3 -0.136742975877805 1.12853485758969 0.027418213915849 7.3968139938908e-18 0 0.132800273108049
CD45RO -0.0558916220506585 1.0084935951145 0.154402244167352 4.59284517131373e-07 0 1.27326148505955e-19
Keratin6 0.0723236306947661 1.01728558313136 0.125426731365985 0.0639081053769686 8.53273948616702e-57 0.0366657975260869
H3K9ac -0.154221248714056 1.07908374100916 0.141755755927884 7.5249602331026e-21 0 1.91637183859728e-10
CD31 -0.155963786124498 0.961993816582607 0.430594104523565 9.79229360304619e-10 3.64616246409827e-108 5.02291301867488e-26
CD4 -0.0407730742036522 1.11946108158339 0.177525581273842 0.00132864858108366 0 4.5258267912275e-11
Beta.catenin 0.213384577008525 0.890122586226263 0.434538339186501 3.57068854959262e-10 9.21234593100008e-85 2.11109030201738e-26
CD63 -0.000814160131348002 0.563061098851971 0.452872702643369 0.966403481766236 7.84222782330298e-15 7.71824438362853e-18
CD138 -0.0947017748059147 0.820648045132024 0.69092326936892 8.09231108530547e-07 8.45537357592929e-92 2.65525426354791e-91
CSF.1R 0.0365285060928938 0.955631494720685 0.222930145079582 0.000334069923725667 2.93582972128401e-212 5.06349105826483e-11
CD11b -0.0378838009117916 1.19574613336289 0.0859659926650141 0.000646259980428912 0 0.000245460060041073
CD3 -0.0128109988262358 1.09078871647384 0.0616428178827918 0.0888638656418606 0 9.54059385557067e-05
Pan.Keratin 0.336033970342127 1.22793989633913 0.474481852411908 3.61497704355164e-127 0 2.12883772244593e-81
CD209 -1.61629982064388 0.922639952112941 0.445372590385572 2.19878412614942e-75 0 4.45181672429584e-143
phospho.S6 -0.209089412952032 1.05351290021921 0.2274575823444 2.04054805935586e-31 0 2.75838286042732e-22
HLA_Class_1 0.0390958320849356 0.949608722678498 0.341924054753618 3.54123551343456e-08 0 4.62856057655482e-58
CD20 -0.406280543679213 1.00668559447169 0.317760239283937 3.92623115177168e-69 0 5.48340412643743e-70
CD45 -0.120525270473489 1.0656096621246 0.0814936175242762 1.77944941825161e-16 0 2.73101473135632e-06
