target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
Lag3 0.426652110221192 0.000849623301521096 0.431986685743538 0.0190220421203465 0.513321092855031 0.0519633302868469
PD1 0.449377313895916 0.0494831573028778 0.449983396271906 0.0490053590835351 0.502268166904443 0.504747407247662
CD16 1.09607042999935 0.576748604954891 1.0885095213686 0.582031111723119 0.440025208730174 0.43912454893849
CD4 0.33832761214356 0.418025506374239 0.33822078278271 0.417324609530851 0.498813969002382 0.503056199880238
CD31 0.179816841185026 0.104936224100862 0.180180067830922 0.103200568618915 0.503754199152249 0.507448352583921
CD20 0.120269579163034 0.0160186807102035 0.117509274643593 0.0879170176829829 0.464159213859391 0.0879295766506143
CD209 0.962529318930962 0.187816210073217 0.925646265693077 0.249883569439708 0.260015644316479 0.0610999026336444
CD63 0.297679375076236 0.180942029655437 0.297716345177705 0.180466609614061 0.500265374377497 0.502707529810979
CD68 0.994738483126503 0.508715026623547 0.994018961055378 0.509198511268092 0.491585232890823 0.493714390587541
PD.L1 0.889409504459547 0.320557163098411 0.878370183834016 0.337169529278307 0.422974243063406 0.373817353280387
CD8 0.791499411769504 0.674323736020988 0.789910634881015 0.675878591539325 0.479481313191681 0.471788330915428
CD56 1.22333252054571 0.0844129418836581 1.20223650713254 0.108626915337679 0.484185457961034 0.364407845023032
Pan.Keratin 0.151187755050277 0.0381298032266807 0.149657988638219 0.0436046091301337 0.484191954944746 0.408354824947026
CD11c 0.189889396818282 0.0369762342642196 0.189897861998591 0.0402396806844366 0.500102591616069 0.446956133978378
HLA.DR 0.320502018283829 0.407881027552143 0.310128596866497 0.448622394921732 0.365242999777258 0.184147477505192
CD45 0.232806597725243 0.84282024429509 0.232871743294178 0.84272190811268 0.502028400764731 0.501909072923052
phospho.S6 0.171135255837164 0.409056681503097 0.168127703283155 0.432346350458264 0.454024438119007 0.323089153028009
Keratin6 0.167054075921445 0.059404025522171 0.162937948469714 0.0953828126131008 0.46188652451593 0.24198280350411
CD45RO 0.446117336319822 0.837561240802176 0.44613872918525 0.837603590835675 0.500392666190467 0.499148386167469
Beta.catenin 0.145988690194063 0.187237027452961 0.144565203652246 0.200095039890108 0.447898926431263 0.395752177941872
CD3 0.297321037449774 0.609811658751396 0.296823643001099 0.611088833508411 0.487992079019322 0.480815651743507
CD11b 0.189134888656793 0.195206653210468 0.189314557991385 0.195190909999878 0.501505000635829 0.500052270414692
MPO 0.501922884450649 0.231123025925323 0.507124353371351 0.235211384215027 0.515475632097879 0.489658780837667
CSF.1R 0.704579052646229 0.489842208139939 0.683713875857225 0.518268618797386 0.328970942757426 0.125285609352383
EGFR 0.801400550699497 0.325719930885287 0.801228086343626 0.326016450841903 0.498917838026324 0.497677585742035
IDO 0.450916690927411 0.210083014330094 0.443223491368238 0.218431723607032 0.465944324646764 0.466811523080586
H3K27me3 0.366502078546137 0.681768490964191 0.366848890972001 0.68131253823854 0.51169853577883 0.506880243503776
H3K9ac 0.23003995650568 0.610465952233444 0.228055255505252 0.617702469511146 0.432190399278285 0.420749513458212
HLA_Class_1 0.283861607262052 0.644094755672438 0.276269198208782 0.66365363582321 0.199916412017694 0.211521985214483
