target intercept intra c.para.120 p.intercept p.intra p.c.para.120
CD31 -0.0351896872062824 0.543383236735944 0.214044672970776 0.0723967482642284 1.29318239345196e-07 0.0225992674560144
CD4 0.127502563241071 0.945073123098676 0.433957266027499 1.04650382406941e-09 1.02157815926357e-82 1.19246268499925e-14
Keratin17 0.166894860065569 1.4782516418167 0.279559274133062 1.44334260399697e-48 4.80621575125504e-304 2.33654115733343e-16
CD11c 0.120466898135542 0.922061446619763 0.52702423445733 1.9624532603544e-10 6.48941582347339e-51 8.15348642943292e-19
CD11b 0.0122089365622079 0.864712834006145 0.349494165860196 0.217289623963153 1.68831866495396e-128 8.91330218683027e-21
CD3 0.108780231055923 0.940879610153411 0.334506589838676 8.48740129873144e-07 2.29360141985683e-105 3.5449941196771e-10
Beta.catenin -0.12077622207758 0.457884659062358 0.39892483160053 0.107441737643164 2.13940440925428e-09 4.94830021020161e-09
CD68 -0.149755157857471 1.01843094364384 0.278666533318178 5.31760411245195e-06 1.11299190603566e-141 1.58220731992918e-12
CD8 0.00591609895047043 0.962958144413996 0.36279977251475 0.691727036789421 4.49470575348372e-98 2.37678758916621e-12
EGFR -0.0481922808723428 0.754465050399648 0.494072157546618 0.06997557335944 1.20189555074425e-63 1.19640898507894e-29
CD16 -0.0256683715986519 0.891635875544382 0.322866503994434 0.0879673692200285 2.01991840245064e-111 1.21975033906622e-15
IDO 0.0637558186512261 0.241927141220103 1.08264154514311 0.022701715108468 0.0491259386100118 6.06918363722987e-42
Pan.Keratin 0.03977823153723 0.978186480740682 0.141622574412775 1.67210588348533e-05 5.59696492061541e-158 1.40136709856957e-05
CD63 -0.0164422575210361 1.04598252181279 0.0323422202189408 0.367687277626855 4.78314997557579e-170 0.34029014634478
Keratin6 0.215985498451035 0.636272658012433 0.793241397992736 3.12413500382024e-13 2.87157585907252e-28 7.4344392800603e-45
CD138 -0.00677639099978518 0.779057908512399 0.294703583164006 0.734731908067401 3.31532842384973e-58 2.59522687794376e-09
CD45RO -0.0133307642118927 1.03903988305854 0.0405756823923305 0.303146632030939 7.25597354002212e-217 0.219811034927889
phospho.S6 0.171849147166109 0.657254704522689 0.498187959509275 0.0133554303998645 2.42818091143749e-28 6.60864972811346e-18
CD45 0.116431704477431 0.988184614846483 0.418350272309537 6.10436956042614e-13 4.82507322355801e-139 3.74254117317001e-19
CSF.1R 0.0633312299973193 0.914243011750758 0.316420126256667 0.00215618214516308 7.71539476756562e-73 2.0638267250283e-08
HLA.DR 0.078210729627153 0.886470866996731 0.331226283127919 1.26341269384845e-07 8.3441653874519e-113 2.03299995172929e-16
CD20 -0.259607742039396 0.164451521296337 0.0817594003006962 6.30579391953419e-09 0.144377788994952 0.180631863166739
MPO -0.123159223907466 0.847468601405051 0.219723375158025 0.000988282488117407 5.61295153390232e-216 2.41727080298472e-21
H3K27me3 0.324658698371047 1.10526233479124 0.0714893387120759 2.50096824540295e-11 6.70629188972496e-184 0.041653556933759
HLA_Class_1 0.10191061778209 0.715041716940984 0.431701190250782 1.66559217528155e-10 2.93118935963888e-95 1.27423654531223e-41
H3K9ac 0.409934203163307 1.04141389229793 0.227187899841874 2.10371102329462e-10 2.71519755230768e-121 1.7813935246813e-07
