target intercept intra c.para.120 p.intercept p.intra p.c.para.120
OX40 -0.00477183437873789 0.054812288085346 0.328063251871924 0.599072640434161 0.312033190858823 2.1910673674757e-08
CD138 0.0636343943974442 0.724401192690311 0.505434520817528 6.63070750573706e-06 1.89431769436976e-80 2.59000816043442e-46
FoxP3 -0.22698877185519 1.06924559809642 0.247400294459144 3.90448287221768e-08 5.39675342256026e-278 1.40700751334442e-10
Ki67 -0.0209378338248715 0.546412642678187 0.293446523059909 0.10887765200137 4.28967828133055e-37 4.15912394903614e-13
CD163 -0.00276008871883724 0.134045383442721 0.0149634406565613 0.752898321128181 0.0576858156624044 0.804924211980691
MPO 0.00825763171968768 1.16236161734947 0.648857020095612 0.361303347056554 1.16084870921927e-258 4.98634174867846e-73
PD.L1 -0.00449328400999866 0.877083403257328 0.317123056686001 0.552171369437962 1.8304309511379e-229 4.78210294245953e-29
CD20 0.0806961092110385 1.18174332158206 0.561751531829001 2.0832936033133e-31 0 1.15189204448061e-99
CD16 -0.0369229933815478 0.989590652508681 0.406996322125619 9.26482456653852e-07 0 3.72419062005343e-56
CD63 0.0690328605649158 1.04801840714996 0.945514983938619 1.59800448183369e-09 8.62397683916612e-164 1.31502270229458e-170
CD3 -0.100085492847373 1.06952613272228 0.0960354656877997 1.06097012924957e-22 0 8.37683696449391e-10
PD1 -0.13723610074256 0.978504221732476 0.324685549912146 6.39651196431363e-13 0 1.27379519814264e-30
HLA.DR -0.050769242333574 1.04166793854802 0.453604104795227 5.21847100787755e-13 0 1.05011458492045e-93
CD45 -0.074032797655077 1.06803999816407 0.0720440887380541 1.93616456046533e-29 0 6.01409114793508e-10
CD68 -0.23008995690205 1.0413668293471 0.420672541226871 3.35622617892561e-37 0 3.53390688619562e-50
CD209 0.0227824993691532 0.656288367455001 0.856008314782117 4.47839897338898e-09 5.60039166200261e-64 2.92284638856054e-178
Lag3 -0.000508700722218002 0.537744772554649 0.319638557286955 0.982766674778258 8.34197059258454e-34 4.04777587030361e-11
H3K27me3 -0.224113486244944 1.12356466936144 0.16430005379378 5.0424792626139e-55 0 2.44948371593524e-20
p53 -0.0481342741665779 0.418526424652057 0.416712367532176 0.000897925641704835 5.19788478457337e-19 2.37709946535133e-29
EGFR 0.0505228494976272 1.00801142464481 0.203816781117211 2.09933793680088e-13 0 2.28006409205084e-13
CD56 -0.0439092501100239 1.22756141203672 0.404733103023839 0.0117826663747399 1.29888968163952e-241 2.58430094513322e-26
Keratin6 0.061993906707155 0.812904697641968 0.3584846721829 2.76273224855234e-11 7.7754182207022e-235 5.04255635470181e-44
CD11b 0.0418055240063628 1.212676124472 0.41747326551261 1.94602982912774e-08 0 5.1298784248704e-34
CD31 -0.0390398213365863 0.804032675206384 0.532837832492374 0.000359400031977045 6.69121282319479e-121 5.44256576331886e-52
CD45RO -0.0858327196290345 1.0518728745115 0.113972864690755 6.45576400894616e-14 0 3.63555110560164e-10
CD11c 0.0557249203242633 0.88751727847116 0.663217572182461 1.55752812069834e-16 0 8.1340545087212e-139
IDO -0.0594140908216434 0.793408140640864 0.58879926655852 3.86472087971393e-06 3.03682217575766e-137 9.34194558598691e-67
H3K9ac -0.292511175285212 1.09712680825538 0.201321293386135 1.4167482415086e-53 0 3.2379645117758e-27
CD4 -0.0715584607186261 1.09876698694508 0.208709076238725 3.15392809687509e-17 0 2.45556837136556e-26
CSF.1R -0.100919727725563 1.00643318757002 0.243823974504177 2.26392080083677e-21 0 7.63059616714335e-41
phospho.S6 -0.492067142241057 0.960643589647496 0.535033935077866 4.22486072372192e-93 0 1.09107861024782e-130
Keratin17 -0.063678686944699 0.52905945136697 0.233487502674154 1.18290781028213e-05 8.85664657099603e-36 2.88292703441996e-07
Beta.catenin 0.146351207663152 0.988755087626603 0.276477413133083 1.16041419284519e-44 0 1.01210003842229e-42
HLA_Class_1 -0.223634138876332 0.964835281167644 0.320928911894889 5.83391295895496e-97 0 2.04475555022177e-118
Pan.Keratin 0.110290731243096 1.05751464981376 0.195271080517596 1.73534456903322e-39 0 8.48904760747051e-20
CD8 -0.472063016179331 1.11882578237312 0.236634936125056 6.77302697487655e-51 0 5.64313989059725e-29
