target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
FoxP3 0.581486566474513 0.0197978673369361 0.583432041008603 0.0197159590146282 0.505747348131826 0.502851666251316
OX40 1.32485162459352 0.00710193451251673 1.3613631186807 0.00908152646454425 0.528294901181198 0.412996076913761
CD138 0.121466180386496 0.0739049863204219 0.118434506198661 0.127525616071112 0.436370515809817 0.0739421240642224
Lag3 0.27196337543859 0.00105711134690606 0.272082703259518 0.00105780455555137 0.500455361490019 0.499815078569272
Ki67 0.366149915314534 0.00331048000379174 0.365911395729915 0.00455120268572572 0.498639306450095 0.346077433865782
PD.L1 0.203971464553005 0.145924008619243 0.197823362379013 0.176755452056419 0.411505956124437 0.322516709393072
CD16 0.333989668284832 0.142102503278746 0.31788407198333 0.228301699800534 0.290821561299735 0.0206820140223955
CD163 0.641706804215635 0.000244666905500512 0.642387743703186 0.000317300740730508 0.500753812684652 0.41450758223663
MPO 0.833533414213356 0.340849499689042 0.815295489482763 0.363731139933379 0.380198623918325 0.412828226993966
CD63 0.425248115027548 0.283628420105954 0.419766963937654 0.298335825552187 0.465093995262728 0.44358080110987
EGFR 0.108640998016113 0.00770130051587142 0.108443292886308 0.0115129510544627 0.496957128841277 0.277854892776962
CD3 0.514225606646694 0.770665515587966 0.505470026860399 0.778448642204051 0.259500034860789 0.310129438927691
CD56 2.34510414962478 0.0649361191377906 2.2629397102498 0.132105127616451 0.367731717536391 0.0100269753584356
PD1 1.69400072668842 0.316629180994918 1.61176742446658 0.38111534170432 0.0798996922067936 0.010292419488372
CD20 0.631083319632862 0.782516061754422 0.600157273402941 0.803345142883103 0.00364907505094378 0.00634346739053684
CD68 0.831159059827025 0.350291217997193 0.817869297406447 0.370886121458155 0.354486006927762 0.293571347342025
CD209 1.07546229500368 0.124640824040904 0.997282647681669 0.246827951994669 0.143314333837899 0.000449157019864268
H3K27me3 0.355165341272015 0.692564949309519 0.353762617120683 0.695007061967336 0.39068674619807 0.407510453204672
HLA.DR 0.628147909829364 0.655251958693082 0.607241168635291 0.677730916731048 0.0899474773801134 0.0951300571230675
CD4 0.748980466320709 0.780098606408873 0.73204730047127 0.789757362036766 0.252991788652005 0.250264275257601
CD45 0.305237552470056 0.818802783658077 0.302907524397825 0.821584367681884 0.333696824349391 0.354030014846649
p53 0.0762029434254244 0.0199536398609662 0.0758146782907336 0.0253195946816088 0.49320822380789 0.376968427995296
IDO 0.459235685224128 0.278607012626393 0.445587595446134 0.297792534870499 0.415842090623432 0.435161384900503
Keratin17 0.0542222049141573 0.0548644326499569 0.0535998601197973 0.132395290445971 0.481819485906215 0.112330193995309
Keratin6 0.152110565832997 0.373513604819814 0.150470681012446 0.381916087058331 0.461384288453245 0.43048394001724
CD45RO 0.693810888952177 0.75593634390274 0.693368539492026 0.756260332853028 0.484108082064422 0.490216424929661
CD31 0.46680140303583 0.268600830775018 0.463813687673828 0.277988888118712 0.473858270172846 0.450782803138628
CD11b 0.678163253247387 0.577780626616449 0.671736538382223 0.585983693045356 0.427853324842524 0.411630557069737
CSF.1R 0.886929926763094 0.711810299359315 0.84605124912185 0.737798659615566 0.00092343051088247 0.00379187511518078
CD11c 1.61026976771038 0.513937789669163 1.54014204511676 0.555276832455726 0.0195424647824142 0.0405538191810428
phospho.S6 0.453945821195477 0.626365388522834 0.427287051578055 0.66859771647151 0.00430675244377452 0.00111087857620431
Beta.catenin 0.395185010382462 0.41207008596416 0.38339012784057 0.447018099463187 0.0639273273503869 0.0763675040674427
H3K9ac 0.394004538310344 0.663449723644593 0.387633087541002 0.674340651697564 0.185200781707613 0.176996580084135
HLA_Class_1 0.31563017254461 0.730250406749626 0.303257772985752 0.750943797078274 0.076731720670711 0.0753185001247687
Pan.Keratin 0.119601714949377 0.582491775831068 0.118964761592124 0.591075397680508 0.475131001726947 0.465172582632027
CD8 0.787808618258145 0.302954491780407 0.757048008031187 0.357269142979376 0.011728875683749 0.0843488358077266
