target intercept intra c.para.120 p.intercept p.intra p.c.para.120
CD16 -0.0334768532765179 1.19570026852099 0.0393008930912875 0.22110705924685 8.59439593131021e-103 0.50532928796007
CD11c -0.00883750566370129 1.04747747228039 0.361965845651459 0.661365211234981 1.1861376498605e-75 8.22689141052564e-10
CD8 -0.125299945617277 0.562026091033801 0.0901486648159508 0.0357932169842948 7.41761709550857e-10 0.526270765101945
CD138 -1.2290403724344 0.971581001853001 0.566973118558378 5.90239033081317e-09 4.27639998920063e-36 7.29940457709161e-14
EGFR -0.0768778926870404 0.46675169334079 0.279056680275196 0.153235794498561 0.000279329235064293 0.0296094149225995
Keratin17 0.173954967658918 1.67808298061419 0.0109199012708874 0.000117054051516834 8.95587259345688e-30 0.923876837193629
Beta.catenin 0.227813969623583 1.11623535757654 0.235786048202008 1.91496479033852e-05 2.89116185104698e-65 0.000485401093880786
CD63 -0.302488972569469 1.08304008164055 0.20882109626634 0.00187862330381465 1.03318792004051e-89 0.0083398218163687
HLA.DR -0.0834700669657393 0.436200280747284 0.438682761983416 0.391915778359032 7.75028548781094e-06 0.000128398259798501
CD68 -0.345700907723099 1.03153485769222 0.224548201428196 1.65891192174401e-05 1.01561735610916e-97 8.90491488591518e-05
H3K9ac 0.525293864579878 0.997871844340858 0.515146833119953 1.07689369182591e-10 8.64232478338889e-47 6.43468483784311e-15
CD45RO 0.0795869308051655 1.12027806900187 0.0534475019550001 0.0060700299172202 2.86459541900511e-149 0.364812445763116
Pan.Keratin -0.0174312628668118 0.418941955777024 0.565977639796776 0.737185333997695 0.000222083675059942 6.10207300065144e-09
CD11b -0.12928537949524 1.10014817728669 0.00762521977651061 0.124859605780069 1.73842926158154e-147 0.896851822402822
MPO -0.530111818057418 1.05223974090317 0.110952105369035 0.00872208680519559 1.67140911583639e-127 0.0525671908909177
H3K27me3 0.371630701569182 1.02674907231663 0.313313354361367 2.80361187766482e-06 6.22283302756563e-76 3.02076795175255e-06
Keratin6 0.177220694135565 1.27208064940022 0.231674611230207 4.41056532610061e-07 2.06229242275098e-90 0.002982143953955
CD45 0.118815348325976 1.12100891314414 0.120629527197096 0.000133578068535929 5.47525878342629e-139 0.0407805718526735
phospho.S6 0.298687593030457 0.970967444492355 0.374099943210462 3.39792751652666e-06 6.69671283222744e-63 6.95368117491013e-08
HLA_Class_1 0.333786631788482 1.06569763687541 0.193009150055339 3.77346080397271e-09 2.94051940609886e-132 7.65391749028536e-05
