target intercept intra c.para.120 p.intercept p.intra p.c.para.120
FoxP3 0.00122417056602285 0.719105963844076 0.338123408136776 0.945825715431584 2.44442087026545e-16 0.000137134697629824
OX40 -0.0963843730961244 1.05031777048282 0.663949120685594 0.0579160467540602 7.10017704454068e-42 6.37638872046208e-31
Lag3 0.0174582930747739 1.0835117734256 0.228993345619167 0.116660139114464 7.22047196464167e-37 0.00223008416425176
Ki67 0.0150549773158175 0.664504451014725 0.537103795638671 0.40490294166732 2.83928387597684e-30 7.43905709720439e-16
PD.L1 -0.0370483767121517 0.460316818171655 0.413911834858429 0.0556237618495663 3.61262659232532e-17 8.50888671422245e-10
CSF.1R 0.000744151021765591 0.728477386813139 0.274309110302638 0.982388887575705 2.04531460482227e-40 0.000160463102683766
CD138 -0.00389001188435268 0.331463772851578 0.792791727703115 0.854750099370499 1.78777173747946e-06 1.60709419579096e-45
PD1 -0.0453722059441489 0.807292562623153 0.530950810740687 0.0345445102953358 6.12774646108095e-60 8.07464810745892e-27
CD209 -0.00370315792370578 0.279651694301518 0.67303749104423 0.720524444025371 0.00119951128795162 2.33202839883547e-20
CD16 -0.384128346058804 1.0347677406803 0.445169720759753 9.34285478166413e-21 1.95551865806473e-181 1.78262742759998e-27
IDO 0.00138331563897147 0.8143393211685 0.562239049538667 0.918766232880102 5.58872262487231e-53 3.90148793928231e-36
MPO 0.110403082807512 0.856636976473812 1.1611827362621 5.27473183553735e-09 7.56241580203078e-19 4.60240423258561e-32
CD20 -0.107597730039149 0.14495372110218 0.54856900575078 0.00949066027773673 0.173704781670649 2.97632681408833e-20
EGFR 0.0980846421823787 0.656808644080367 0.69278318517918 0.000175398580094148 5.27689640900393e-18 6.29148623243754e-27
CD63 0.00374651493720145 0.941792477426266 0.429289846155288 0.74822131781865 1.11583549131117e-120 1.04387616959855e-23
CD56 -0.0325548721208886 -0.0463418035466525 0.257576078282419 0.0297907695948026 0.748225251389963 0.0273398794939487
CD31 -0.118143925759665 0.168368978229339 0.0292505899571872 4.89699225619038e-10 0.0924360008916923 0.693527575949635
CD4 0.00295176990739723 1.13390595193177 0.104396044609129 0.798720017008199 1.23333833998056e-261 0.00537246526988999
p53 -0.0802513739269496 0.879713822471227 -0.151261088824664 0.00108154368670676 6.82620974739696e-54 0.0386768819398893
Keratin17 0.0222418787776212 1.05283370548478 0.054313794649277 0.0260929962913129 0 0.188866736402202
H3K27me3 -0.0125888659249825 1.17847228700756 0.0523856847492183 0.139583092200905 0 0.0584234472444848
CD8 -0.3090644024023 1.05857849452915 0.150125571363125 1.21899366378969e-10 0 2.02828303298583e-07
HLA.DR -0.149170771946722 1.03100126286667 0.271925724345312 4.41130790957356e-12 6.83304399124747e-279 1.86174648989586e-15
CD45 -0.062303762197737 1.07915958690574 0.0502781883483923 8.55011899791257e-08 0 0.0172323008344709
CD68 -0.165475947959 1.07237345121149 0.352687671513718 6.12783763822541e-13 9.53626604327019e-241 3.39156071514128e-30
CD11c -0.233284227926653 0.940313793222177 0.48109816859775 6.8191461236504e-17 8.82382167440037e-167 4.3121693447329e-42
Keratin6 0.0821493461033427 1.08320683337127 0.0970952086126955 1.18188356729251e-05 9.83800313995975e-304 0.012364803217
CD45RO 0.0188167529335732 1.0598866493258 0.179129856011756 0.0714026752029098 4.10224590983694e-284 2.86481140032607e-08
Beta.catenin 0.156786749938826 1.02970486112814 0.248708236750417 1.14362795213301e-09 4.44102151022848e-220 3.66361089622324e-10
CD11b -0.0187609335215828 1.12961867217927 0.301198332608454 0.245305142822754 7.20496075853545e-190 7.67824836367776e-10
CD3 -0.0725379560501569 1.09498864520265 0.0781345559131142 1.06743462284427e-06 0 0.0012407393127204
phospho.S6 -0.0854563563664307 0.984840081533187 0.476533527558695 1.79361926887392e-07 7.98779850773877e-179 3.6012971044674e-37
H3K9ac -0.108711193675378 1.11730398985023 0.257962558496139 1.18302728653973e-18 0 1.96672599507476e-21
HLA_Class_1 -0.106053760577597 0.902172272680914 0.412021808173189 4.08394851619998e-25 1.97626258336499e-323 5.78310705898415e-73
Pan.Keratin 0.187318279229395 1.1212946702584 0.245052990158486 6.57228613213136e-16 2.96924080175223e-295 1.27370679006367e-08
