target intercept intra c.para.120 p.intercept p.intra p.c.para.120
Lag3 -0.010967479821102 0.749245707739237 0.00577349255438078 0.701578090181823 2.49236912650728e-27 0.960478005382765
PD1 -0.0505201021747363 1.05903400834311 0.156055656727664 0.297462185756665 3.29986728661304e-74 0.0431021792215177
Ki67 -0.0635301430033334 0.223555238131887 0.46241560704309 0.0121040916354547 0.0309513420042502 1.59086147554568e-08
CD4 0.0336021977240505 1.12533168950459 0.0827501368997813 0.0294435307914933 1.63684211858961e-178 0.174191254757094
PD.L1 -0.0258145769247828 0.824785412737554 0.262334499477127 0.254847973706401 2.05843973050347e-39 0.000560565053438373
CD31 -0.0439067324778737 0.250945648956672 0.361745749694522 0.0741424778121137 0.0398720300660726 0.00318217509045342
CD3 0.0739875825348615 1.1611456859428 0.163698390631914 1.3584680558427e-07 2.17007407977113e-254 0.000222006063035753
CD138 -0.148222338972014 0.71585592095813 0.752972713013831 3.52761787860662e-07 8.62772059366907e-40 1.47265618397074e-62
Keratin17 0.00706669186950191 1.04917013470104 0.228081910895033 0.394734587831061 3.82308974254825e-140 1.5868052841452e-07
CSF.1R -0.14255121627246 0.997167279477389 0.330369310573201 8.43962530139451e-07 8.17748388729582e-132 2.51853370074524e-13
MPO -0.0715761431448965 0.111602385031666 0.220002288347245 5.41085631066248e-05 0.289278164566825 0.000116578160015676
CD11c -0.0616864299790657 0.857723840420422 0.494388420391592 0.0019527151005898 8.29434204887524e-73 3.99453614793908e-15
CD11b -0.116965260284276 1.16546370039106 0.165559791590392 1.15348224130406e-06 2.69281924659794e-247 1.09184061896021e-05
Beta.catenin 0.0584504189658481 0.865796753820959 0.227200205453064 0.43005569630462 2.92224925103787e-35 0.00773264804029342
IDO -0.00323893979889541 0.798729399545134 0.197576400498149 0.86899353438954 8.02214125771812e-24 0.0125908374187661
CD45RO 0.0128348528925615 1.0905853355883 0.294575678526638 0.24369450178006 1.0343274151907e-290 7.33037985787807e-14
CD16 -0.413750603340827 1.10175049048699 0.18505849718535 2.28353714968017e-08 5.52599156833762e-188 6.20097880149357e-05
EGFR -0.0112927594592928 0.881046367900606 0.11814254608105 0.545803632080961 3.7955991691076e-43 0.110632490209546
H3K9ac 0.189557756679061 1.14134982712019 0.242971929827956 7.85419689700343e-16 1.02796331284258e-234 2.89606591071934e-09
H3K27me3 0.0845844943834608 1.17845534372323 0.158776612167772 5.90796980332955e-09 1.26487722609511e-286 4.63846777904687e-05
CD68 -0.301425313283469 1.0141891684772 0.24331143807883 1.44609056751252e-05 3.0056953249941e-86 4.14081523512361e-05
p53 0.139869660079065 1.25025259523592 0.272142401323665 6.04475763638775e-06 3.54480161054216e-49 0.00364452192778035
CD63 0.0420521332506783 1.07774969904467 0.352795055850222 0.005345058111094 8.57589108675208e-62 2.33886010827597e-08
CD8 0.0747713529519119 1.14111643735829 0.352200454839966 0.00093488237912469 1.66206962641146e-96 4.3982967745617e-09
Keratin6 0.110392672965239 1.10708217083112 0.22218872569001 7.07578918940581e-05 2.08317138178886e-106 0.000412632402818427
HLA.DR -0.439601497215442 0.970645919821783 0.515456239472277 1.2348986573028e-24 2.7337565744217e-155 2.75670305089632e-32
CD45 -0.0473786927158021 1.08307287716226 0.130185015220715 0.0016605144739471 5.31996521117045e-246 0.00259956400172153
Pan.Keratin 0.0683612292350742 1.14394337699345 0.265939036489754 8.46325020644767e-05 2.53661542850107e-151 1.59192903483252e-06
phospho.S6 -0.0201328907504232 0.871807679195362 0.482766898432249 0.287549645056398 2.11714210952386e-43 1.11258668002032e-14
HLA_Class_1 0.00191842103789366 1.07879434998564 0.261757720670595 0.8330814111408 9.65117392982048e-180 3.16622505894162e-08
