target intercept intra c.para.120 p.intercept p.intra p.c.para.120
CD4 0.0272326483323556 0.85871565776658 0.362371137395108 0.409985771995675 1.74952739492127e-13 0.00131832989078377
CD31 -0.0147652129250796 0.748511369272781 0.0808032829253867 0.846093735356747 3.31707769258759e-11 0.625991775418622
EGFR -0.0111924929731015 0.786469017362715 0.534185337993114 0.676136947869607 1.75044061426253e-10 2.45621379393885e-07
CD16 -0.273329448808135 0.756977597511477 0.737031347155427 0.00386824425509299 4.74599737048219e-11 4.82063717971775e-09
CD138 -0.0495990559887637 0.602380361261489 0.669500618101404 0.21881079268728 5.5885927978318e-07 2.00796897330309e-10
Keratin17 0.00714977779932495 1.03910796144169 0.0270839533842267 0.81422725519659 1.09609084489368e-20 0.825277887560435
CD11c -0.219325668762692 0.980074481517826 0.52144297535599 0.00156320499511801 3.36387783933617e-18 3.34887843379005e-06
CSF.1R -0.451000278268273 1.16372703403103 0.170132412561416 0.00859373028350663 5.05793824638557e-39 0.111124462341692
Ki67 -0.0186451538075742 0.164262890810752 0.632432623192058 0.73740907082533 0.406071322679897 1.60718189289741e-06
PD.L1 -0.0286435050981413 0.670779066062724 0.217758322931499 0.712478158015584 4.57911533462715e-06 0.0838205980492899
CD45RO 0.0283974212479695 1.17975171941842 -0.0376660118282037 0.392105842615273 2.66341207102186e-55 0.704390965965167
CD11b -0.304353838843166 1.43467217309715 -0.0432885387829723 0.00541916895706572 9.92763655283733e-82 0.623302683945653
Beta.catenin -0.00503084270868592 1.13856146336804 0.217101818039818 0.865655930527372 5.41936088796011e-28 0.0268562195993461
CD63 -0.133143277285071 1.28447651383394 0.247746308326386 0.00650105865563608 5.68296721030906e-38 0.0156560900012629
H3K9ac 0.0547996645913392 1.28445479221243 0.00163735558496395 0.0466444765258434 9.0037785030552e-77 0.985172779497887
CD68 -0.725658408167801 1.25642118713823 0.0158815693166955 0.0258306780214612 3.45249175334749e-35 0.883180105139012
Pan.Keratin 0.172972090647156 1.1788113905147 0.379908084196152 2.60023561747391e-08 1.1979439473564e-57 5.84037063917408e-07
CD8 0.1370588976195 0.444287924665234 1.10858481154972 0.0302695153596961 0.00463705855248715 3.10567745214656e-12
phospho.S6 0.0329587929314842 1.08135623110545 0.264552321009955 0.325115270281271 4.12399947652935e-29 0.0172385901504026
Keratin6 0.0948721886847485 1.26269158015318 0.106669686315821 0.00301675690595849 2.23056701507567e-58 0.242525023554262
HLA.DR -0.279078335065975 1.18402381579012 0.490927600375475 3.20019751043158e-05 8.8518115293302e-35 9.00526767649159e-06
CD45 -0.0275805038831675 1.10176344665733 0.41051929144644 0.189152342653134 1.77663489765462e-42 3.13294231704882e-05
MPO -0.174164994806602 1.51832422827911 0.398845089863405 0.0105167169255531 4.06626799165972e-71 0.0007163448821052
H3K27me3 0.110603226567844 1.3382336921757 0.195779681204881 0.000151921518693636 1.21120551331897e-80 0.0108112516938156
HLA_Class_1 0.120268356696654 1.014390600121 0.511680120826127 7.80171901885446e-07 5.94557895265692e-41 4.71301478582562e-11
