target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
OX40 1.29229458499102 0.0180237386064819 1.29127785287932 0.0159138381228614 0.498845374290456 0.586610614483112
FoxP3 1.9861452227799 0.254844019385238 1.98575794525104 0.254717589007007 0.499163997458131 0.501528694636762
Keratin17 0.102111669351697 0.498269444240532 0.101956632035584 0.495144306680333 0.494296160386611 0.513772018481872
Ki67 0.73049631413264 0.0911363461646343 0.730526760629128 0.0909732602414609 0.500230199015048 0.503812433708831
PD.L1 0.441290064830686 0.393197932369108 0.424454562813698 0.438656683263961 0.323332220110377 0.0964547159426538
MPO 0.718161370698416 0.624671701333511 0.717596925411107 0.625451154775065 0.497694361324229 0.494735596065764
CSF.1R 0.342059596474461 0.453458768006744 0.336963245599593 0.470587340147679 0.374054149944272 0.313400053777085
PD1 0.603329520074289 0.060700308936658 0.598906326839034 0.0718696333166551 0.465524619992223 0.270503028814876
Lag3 1.00519740337423 0.0260860555523527 1.00531559180303 0.0262176109539228 0.500313294620539 0.49653893743711
CD16 0.596350773612774 0.321682419012801 0.566909822961173 0.386432031849932 0.202363334073516 0.0258764662034519
CD209 0.148100412112937 0.0922082997168602 0.131519280418379 0.255793806412753 0.276880541932102 0.0290285829724227
CD11c 1.07974013565122 0.400118359279618 0.949635539416264 0.535351961182985 0.00547461214587155 4.67912307643943e-05
CD20 0.484575039768897 0.515860967692071 0.474143737044002 0.536376247576834 0.149308624278794 0.113964131567219
HLA.DR 0.512193219917516 0.658053256810705 0.502424983472979 0.670929185459451 0.261393791459687 0.200218234002517
CD56 0.213268221663621 0.0407180256555682 0.213119640858091 0.0404704494476413 0.499171449746875 0.503906398377629
CD3 0.428673263367849 0.766721361413385 0.426352981499004 0.769140898116779 0.429023185018209 0.428060199572802
EGFR 0.0951624520160452 0.0504372721321184 0.0945023717220956 0.0613512899225732 0.481767867286297 0.343628503401789
CD45 0.240505008332112 0.870518395780441 0.240521224199136 0.870498847040277 0.500975363506709 0.501155496295978
H3K27me3 0.38256904182126 0.735716728563121 0.382525155540674 0.735777950616189 0.496714715497806 0.49591279047389
CD63 0.381446190996318 0.525354098178095 0.380740299696771 0.526871307222592 0.492847444216445 0.48174615368464
CD31 0.665402016176658 0.0721759275704228 0.660251707719788 0.08295966818974 0.469957150115652 0.335890401605442
Keratin6 0.108820290951464 0.413221594982205 0.10220036897957 0.4676615956878 0.269835017118071 0.281863275350674
CD8 0.595335790595184 0.387314973604996 0.593678449263897 0.390882890983284 0.478179790387702 0.458638896480869
IDO 0.650274726080239 0.454980347991284 0.647531892984798 0.459330672223749 0.479831509571073 0.475812762331443
CD4 0.549472685082829 0.697601176208511 0.546859739421071 0.700467572476492 0.40857950011609 0.435096837988645
CD138 0.641417268666871 0.136568713643276 0.608344938975442 0.219941174565281 0.189268936823591 0.000741476875414425
CD11b 0.598231693085711 0.787300354342307 0.598469247205728 0.787140884335258 0.501378571738698 0.502052591066298
Beta.catenin 0.283482322399609 0.364461597017319 0.270517070870676 0.425957144997801 0.245026252360995 0.0589865246212225
H3K9ac 0.414490131264592 0.666822494906972 0.410253112328788 0.673592741556285 0.186078647273958 0.0389403522415237
phospho.S6 0.688930028508904 0.348284449219314 0.676890402610394 0.370658535289197 0.26187159874817 0.207232667988097
CD45RO 0.435831769373588 0.793116313545028 0.435103148462445 0.793805798519149 0.477709833124783 0.479282154585931
Pan.Keratin 0.0372060109106566 0.0466853756098414 0.037245321169157 0.0575493696484298 0.501414682834447 0.332136156462376
HLA_Class_1 0.344275323906202 0.652339782629198 0.32956643672608 0.681583883110953 0.015831284307088 0.0321466465882106
CD68 0.764047975548256 0.451177648181024 0.749802289212767 0.471317826724132 0.353222310028547 0.26435466816057
