target intercept intra c.para.120 p.intercept p.intra p.c.para.120
OX40 0.00669904741705367 0.196770807625042 0.428213642615487 0.800764830657008 0.0566365045015834 0.000121137816861548
FoxP3 -0.0171169664104567 0.768116414958051 0.459442350379772 0.318392291235928 2.65039139636429e-34 1.43789112598585e-11
Ki67 -0.0730206952671611 0.955284668136375 0.438284933863204 0.000182448284528009 1.54805860354818e-84 8.91910811149758e-19
CD20 0.0647124929943155 0.663680332282252 0.562795018926631 0.00514343103490777 4.26694159578971e-27 1.58318540974963e-28
MPO -0.0940621550501154 1.22860914088072 0.514906872275398 4.37788824475894e-08 8.22989433694637e-237 4.92194878990762e-46
Lag3 -0.533941511260391 0.951790818269204 0.552309503006483 3.39653707681726e-14 5.5682917183838e-170 5.42943420117044e-48
PD.L1 -0.106793956825824 0.94820184537044 0.338529257314081 5.4836826187782e-10 1.69284234052054e-309 5.33677430558628e-32
CD16 -0.461983485905974 1.05244038788573 0.141822455967971 3.82175825057965e-25 0 1.3367880701391e-12
CD63 -0.119206005174268 1.02966065817278 0.36816219267391 4.56638092419023e-13 3.0692868983801e-248 1.08200584526834e-30
PD1 -0.146869952967599 1.07826929482833 0.229522486654744 5.73850227195326e-07 4.61568085157852e-278 8.53420063470887e-10
CD138 -0.1456920575229 0.546145406111503 0.889534749841196 7.51850591059672e-12 1.68522333459983e-40 7.06343245421354e-235
CD209 0.0245553406734117 0.502049940548005 0.820532915531196 8.31657176592264e-05 4.33949630972529e-14 6.76752916245057e-119
CD68 -0.235080462199315 1.14046366147001 0.24185611688708 9.55199774100706e-23 0 3.82703970378633e-14
CD3 -0.00651187677425791 1.12508665482333 0.11526790922674 0.337297666837145 0 1.06510631727751e-06
p53 -0.0132128339098544 0.567030705934448 0.395282121652405 0.53640251324996 2.21830589022437e-20 4.13123337285569e-12
HLA.DR -0.116228783820938 0.957793216707728 0.427052373452892 1.26274738327086e-17 1.10905169064915e-264 4.56060603630975e-43
CD163 0.00992084447281339 -0.0499185146205231 0.212482584939564 0.45707726682228 0.609479936709365 0.00107601591344047
H3K27me3 -0.0161530937912444 1.17085761222151 0.101414145231073 0.0785593201908036 0 2.30313138558394e-05
CD45 -0.0801895164172618 1.04994118720894 0.12684220733568 2.09523771097602e-15 0 1.43632498745542e-11
CD56 -0.0406180688223332 1.01699914129176 0.275773524243677 0.165953577301817 1.520036193528e-102 1.13204126237255e-07
EGFR 0.0226742762441131 0.996774867121993 0.235838699324014 0.00561950492050549 1.8853545045302e-320 3.29467790156831e-13
Keratin6 0.0697296783880287 0.930185160762151 0.27987767448179 1.87769434166253e-10 8.84639428395537e-297 8.82326391762919e-20
CD4 -0.0414614092991286 1.11948351864663 0.188353593005512 5.67221904826444e-05 0 7.44125417016712e-12
CD31 -0.0568214243163478 0.850096891738419 0.345980018101309 0.00159640672294313 2.16741216080088e-66 5.6339734868235e-15
IDO -0.0787139769825012 0.942450065473748 0.572515301414873 7.22608338931862e-08 2.36591656598562e-133 4.28593211600548e-49
CSF.1R -0.0305326582183519 0.923804995114433 0.340016438156777 0.00294842762595191 5.97226552692899e-320 6.84973812825955e-38
CD45RO -0.0973775339113616 1.0723992851983 0.0681565550895212 1.01407001705327e-10 0 0.000300000103499387
Beta.catenin 0.144104898583857 1.02324401833117 0.285724123174863 5.97301969806256e-21 0 4.56680820663951e-24
CD11c -0.131279807781401 0.940408300408047 0.392249605456769 1.42924048250639e-20 0 2.70659159126024e-47
CD11b -0.232954620782649 1.11166441288303 0.199815226816546 8.20851604235017e-21 0 1.5270520828282e-17
H3K9ac -0.079543388101447 1.11282025578199 0.187499360790725 1.74777256937133e-18 0 6.61132674413606e-19
Keratin17 -0.0455259554040068 0.466665638004324 0.364484829407449 0.0356277640803411 2.83441159608455e-12 1.81387559590493e-11
phospho.S6 -0.132176741426755 0.812327234357341 0.50294459549414 3.50053516648959e-17 6.18464840114451e-143 1.54708001125627e-68
HLA_Class_1 -0.217398295167288 0.915031747265362 0.316262691551995 7.36636396935768e-51 0 1.7162130040374e-69
CD8 -0.139093309728856 1.11639355545361 0.343944396279391 3.0687453538751e-16 0 4.37994803257331e-31
Pan.Keratin 0.059902891434099 1.06187509700836 0.109678604676344 9.87257101810332e-08 0 0.000173519146189857
