target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
OX40 0.77937586551183 0.00550289354623413 0.792085426744605 0.00817171897571777 0.508995697797571 0.318748300882928
FoxP3 0.861058693356491 0.0535999572759659 0.857690805755621 0.0617384465358883 0.490605723883467 0.384601059219506
Ki67 0.985611061690534 0.106689008021625 0.973472921741376 0.126077500380181 0.431895619197625 0.264795455461395
CD20 0.238314610614831 0.0358825209017727 0.232768623459343 0.0614280869952318 0.435612582807708 0.176442158292244
MPO 0.913157993064894 0.26108571667487 0.887287218022633 0.309283918083416 0.349543869758676 0.319707115593597
Lag3 3.18449180990115 0.217597868859546 3.1002695643748 0.259857377573568 0.41086684697226 0.27360457094556
PD.L1 0.817501643372477 0.525789934708632 0.797636164257602 0.54874493431907 0.266139379996706 0.125959045276827
CD16 1.21650610013237 0.750995043102145 1.20648582569189 0.755083131581795 0.381032286147844 0.327054976213269
CD63 0.765027964754758 0.404717491506246 0.747894868316693 0.431717318466012 0.39582535952568 0.270540106459158
PD1 1.28229448197289 0.358932857298266 1.27460915469667 0.366037056860755 0.460361370135861 0.453442062441932
CD138 1.17276460040908 0.140415610375376 0.974774572099734 0.405550620326847 0.00592734288958929 2.63687325794934e-10
CD209 0.167063655644379 0.0683846143305958 0.150178271387519 0.278214842103373 0.332598052944518 0.0151078982856159
CD68 0.8802186533275 0.494141873790847 0.871879692702447 0.503404900018542 0.395912819629239 0.349103180600502
CD3 0.36274511670456 0.737764165542308 0.361508006022476 0.739643283237589 0.45956639928224 0.449877774854218
p53 0.151087491495022 0.0306259818539804 0.150581774280735 0.037910285602754 0.487824049485112 0.301810273926952
HLA.DR 0.587485516348377 0.475863531723998 0.568599139920855 0.508958589160904 0.0836767382751293 0.0255266315798789
CD163 0.581818174389544 0 0.588088956109208 0.00386312067180288 0.513057594408263 0.0550276852088845
H3K27me3 0.487698127526124 0.687928758846656 0.48635298227644 0.689698938750437 0.431415499748445 0.439453512444029
CD45 0.312126470376852 0.786604791662602 0.309941381150175 0.789654582828594 0.284810030760809 0.342380205035412
CD56 1.37999067168312 0.143115133096975 1.37774989593516 0.149689736238351 0.497631092905693 0.472760148481035
EGFR 0.384539711592446 0.475909472161817 0.380836899918796 0.487415952840908 0.449849205774657 0.353318942915638
Keratin6 0.243436691165485 0.499825976411553 0.240167932397926 0.513612555287487 0.416478459944517 0.306791913913439
CD4 0.5330520572778 0.604357618204061 0.52896688910486 0.61076688657325 0.386603006973955 0.372464099562003
CD31 0.880376204544483 0.111419938820844 0.871165938000379 0.130569564452649 0.460460270633712 0.235764420096625
IDO 0.763207882186727 0.207424118005609 0.735138312321015 0.249694056644403 0.307636257468692 0.276180618259713
CSF.1R 0.553226934868705 0.510717767569038 0.537749352970223 0.53739480759264 0.173553995066615 0.196610070320524
CD45RO 0.452832592826867 0.795233802628958 0.45200059247623 0.795951232250649 0.471660357863779 0.468325379235342
Beta.catenin 0.431574952791805 0.54226998423962 0.423919698663992 0.560063714017717 0.390914515471824 0.312355263508254
CD11c 0.620409447687935 0.537967449592903 0.598723077136646 0.569448168926042 0.0704771959809525 0.0893405464475545
CD11b 1.02827033145394 0.635250437162983 1.01685710620883 0.647114986843063 0.436290528337106 0.347461645572428
H3K9ac 0.403997767051738 0.708371452284809 0.398589616506657 0.716128456411175 0.232396895065378 0.154442894183403
Keratin17 0.0698352570727183 0.0155954448178247 0.0696964236716845 0.0315136273795491 0.495989515975331 0.161976759091896
phospho.S6 0.676271964555021 0.410283909718249 0.641456573049513 0.469059446132172 0.0815310708531297 0.0129251495681357
HLA_Class_1 0.323525903230144 0.739468617666706 0.306431157020213 0.765940686765508 0.0176462933739261 0.0572170134329021
CD8 0.825970626611532 0.54591222433372 0.807907995990069 0.564636128699217 0.283045728789966 0.204451933248556
Pan.Keratin 0.289200467663564 0.615188891130861 0.288677619162632 0.616614688031398 0.494911048148843 0.491664692936536
