target intercept intra c.para.120 p.intercept p.intra p.c.para.120
CD56 -0.0124596470347224 0.132437089602493 0.640391467916665 0.157171521021375 0.156053269068977 7.47218589575127e-20
CD209 0.0935461747240728 -0.0575358424557219 2.01848904566464 9.54334626327529e-16 0.4587673300397 5.03106380483694e-96
CD31 0.0153065096664005 0.840754593546699 0.356223460570786 0.142690333868358 5.16217016374136e-49 2.00457337075287e-12
PD1 -0.0202905177779813 0.556208767947137 0.296756294372194 0.0871209932778534 4.93063252599028e-26 2.58583764298936e-10
CD4 0.0282974726375411 1.12551307399487 0.158364093542322 0.000395944165084272 0 9.18916396788061e-09
Ki67 -0.0978777570851219 -0.0125032424497301 0.569489634081616 1.29581068648609e-05 0.87426791321447 7.71929367557992e-18
CD138 0.0017038519888623 0.315065002154614 0.743458824493598 0.904784167541611 3.03798469083975e-10 1.91203207103636e-87
CSF.1R 0.0681972169235692 0.993668052410056 0.237744326911415 1.25983492346037e-06 1.95917016161285e-232 1.64297775079974e-09
CD11c 0.119909011948104 1.0040765737503 0.424355611286878 3.10025107204277e-13 4.023697296022e-144 1.10952465991913e-20
CD63 -0.00559525869539955 0.502950021142038 0.581181393770622 0.613602189605445 2.18929432183636e-24 1.13395355149349e-36
CD20 -0.158618156799934 0.940201632513999 0.243224698278205 2.47393415616813e-32 0 1.3375211330561e-52
CD16 -0.0140204027202378 0.712401147541906 0.252770614696272 0.533165938237796 4.94876554452507e-53 1.02571150745462e-05
CD3 -0.00424098653072757 1.0673411027403 0.111842551091406 0.513673168855237 0 1.13168808144564e-07
Pan.Keratin 0.0830047895418187 1.04006575067698 0.186217993560508 1.36061399273062e-14 0 5.53007555497374e-11
Keratin6 0.0798582252630842 0.95615508365798 0.227660838962391 2.85727878651136e-08 8.74147405590241e-209 7.73848862226213e-12
HLA.DR -0.0958939031666097 1.05821743916052 0.214964209003868 8.93907002876599e-12 0 4.84096545835704e-13
Beta.catenin -0.474893613495148 0.470796508313422 -0.0344737484904238 3.82122950825915e-08 2.92368105627993e-12 0.676191018430176
CD45 -0.0540924513705303 1.09434350626433 0.056535411786921 6.37179102494671e-09 0 0.00944456201024271
IDO -0.0963156794622039 0.17846512684837 0.351510412115606 2.1436712559641e-05 0.00701336410463083 7.47572769621552e-05
phospho.S6 0.0319252657262415 1.05446310157395 0.161570847373276 2.29323915666414e-07 0 1.54161655764911e-10
CD68 -0.00162342890984097 1.06186331995208 0.120663194559153 0.891550670629262 4.55732440276018e-248 0.00160138314952705
CD8 0.0572794302808344 1.15380077379665 0.274575161131163 4.58700241595564e-06 1.61468683405311e-205 5.40580416371579e-11
CD11b 0.100849887674266 1.33333024947583 0.262618937966321 2.46704787208404e-17 9.50546803696886e-219 3.16677192851337e-06
MPO 0.0920351466450911 1.41182313911773 0.393030786435584 5.13935357578703e-30 1.2063161318537e-236 1.01359030624273e-17
CD45RO 0.0219772424717491 1.03501491689717 0.137133177821077 0.0312030863880733 0 0.000184803026757962
H3K27me3 -0.0442986137441543 1.13898787509627 -0.0278963404979158 1.87634292213276e-05 0 0.210732835960733
HLA_Class_1 0.0617195392629383 0.912925031656254 0.240524391102142 2.56168711640675e-12 0 9.42755065964098e-27
H3K9ac -0.0110427395357371 0.999781701471497 0.27793361599893 0.148304997050934 0 6.68192597949352e-23
