target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
OX40 0.728886320277224 0.0465382956660854 0.723472531344694 0.0528214580782408 0.491203093374967 0.434238016601478
FoxP3 0.967323421454273 0.0694404273065053 0.969418237826358 0.0681616801514698 0.507419241728466 0.513042112573036
CD138 0.154229637048097 0.0331802490178167 0.153414491365292 0.0484225586334152 0.490306201838879 0.292794568037539
Lag3 0.408849786214347 0.0503985711109594 0.407730704829826 0.0748431396935767 0.494930422494597 0.245695173875271
PD.L1 0.219979654102264 0.0905807265394435 0.217781513202614 0.107297416949579 0.454956077659655 0.314268138743935
Ki67 0.69865488731468 0.0591685960206981 0.69694015779269 0.0625604081066603 0.490892956380634 0.453973426963173
CD16 0.361440390335758 0.0911718096798971 0.34006438670266 0.181193246322458 0.29261745267058 0.0331789255072182
PD1 0.605073902398875 0.0864692892124383 0.592328938699113 0.122234790400723 0.439288535684168 0.193839242904469
MPO 0.773180810666052 0.355741582096152 0.751410473283138 0.387295843840583 0.356370291382232 0.265332077954314
CD20 0.43577395509453 0.528795347682105 0.321957938953826 0.745562993016132 4.81728840482396e-07 4.66367979956571e-05
IDO 0.743145763081303 0.452870690426339 0.710662364754081 0.501443916450717 0.195777337692604 0.0870802528064032
CD63 0.48266610278257 0.386017032792449 0.469995854808465 0.419675336564408 0.387269333687112 0.21216609259693
CSF.1R 0.967270133562102 0.6982415255309 0.947040673310827 0.710735653087821 0.0142741379033988 0.03678181881728
EGFR 0.21195624144844 0.27371755369419 0.208307248705686 0.29872869193411 0.419031016737794 0.289129196556961
HLA.DR 0.591030314059551 0.758498557303124 0.56696778032259 0.777839444907273 0.0393586394692409 0.0595245803154263
Keratin17 0.0369901327303237 0.115355472176546 0.0367765539370567 0.118162386961095 0.48573043133912 0.481020280434948
H3K27me3 0.289678393328277 0.789925550326488 0.289408025784285 0.790327593682764 0.484887710919267 0.48012081464431
CD45 0.258749893585787 0.86413267495696 0.258167357633674 0.864750450878496 0.430738798983378 0.43519959584971
p53 0.190521530136447 0.0958521236700299 0.187601124523208 0.107508484900646 0.458187224918056 0.387879586867539
CD56 2.58669182833148 0.137533963929499 2.52343316790629 0.177309871388934 0.364440777703548 0.156852384219303
CD68 1.00250697433161 0.406767919309587 0.968826870885138 0.446134512613854 0.0403351262659168 0.0367170161554762
CD4 1.06045765303276 0.737953906101929 1.03921092033102 0.748372207152337 0.182996565535676 0.091824187579949
CD31 1.71692424056272 0.5961053874 1.61457550777112 0.645053491060204 0.111923341197514 0.162372810172574
CD209 1.38955125768259 0.212680929267688 1.28828157945131 0.321297256521462 0.0713281345263625 0.000493003835047515
CD45RO 0.955978622541325 0.453719534385814 0.894992564676896 0.521053662267237 0.000110958680362422 1.84602684035105e-05
Keratin6 0.19178613201967 0.299593529439638 0.186183060726796 0.34008534450058 0.302876250355298 0.0557448462818429
CD11b 0.542247957252085 0.722453705826545 0.537810663309963 0.727319422798583 0.455445309742902 0.441324562066906
CD8 1.02909877651295 0.687707739353957 1.00948674268018 0.699557999918795 0.0675110754256872 0.0665592503887952
H3K9ac 0.359246303580615 0.656504758842195 0.352319395242726 0.669566725002874 0.15462667828985 0.18650001223641
phospho.S6 0.324701677152318 0.662362972162479 0.317229004330876 0.677711250402487 0.210445239018445 0.159458275581593
Beta.catenin 0.381808244926203 0.49772500756791 0.372204274797609 0.522732559825699 0.229407900488382 0.0596304893775466
CD11c 0.801396807244734 0.440492428011186 0.773868380149194 0.478517512038022 0.0543090021205003 0.0143591851867201
Pan.Keratin 0.177257543422712 0.329171708542385 0.17312459907038 0.356709948425632 0.363783637851747 0.330868095575232
HLA_Class_1 0.284138176017085 0.667299396806238 0.276230657920259 0.685506332524088 0.0811887622317125 0.126059374849111
CD3 0.747709449066307 0.865264079817868 0.734630189909069 0.869962183135569 0.0741704482326605 0.160731904360121
