target intercept intra c.para.120 p.intercept p.intra p.c.para.120
OX40 0.00513963569730486 0.453144706681343 0.332814501478674 0.856984318490677 2.69396010814214e-19 8.52097503891026e-10
CD138 0.0863389676915105 0.690404136443646 0.605670511420823 7.59989934899292e-06 2.00198289998147e-43 6.35513321578806e-36
FoxP3 -0.562354816281057 1.20296958125894 0.285203165439813 2.86026668820984e-17 0 1.3706224727549e-13
Ki67 -0.117649475633392 0.783849255542398 0.445017904261867 4.31789145607634e-05 2.14731806140148e-56 1.40462376860977e-26
CD16 -0.603170784565427 0.983208132942847 0.479582076591704 5.88893701803969e-74 0 2.26665817472341e-114
MPO -0.155947352848048 1.13921922087785 0.314706794735861 2.93246641240033e-17 0 1.13538258234814e-29
PD.L1 -0.102626882240682 0.82868544771351 0.578961500995717 1.15338616213128e-13 1.33211951591359e-190 6.18173338736444e-96
IDO -0.131414468082908 0.800773486090439 0.620654258571312 2.53668364703144e-13 1.37236710733268e-118 1.218103907315e-78
CD8 -0.294637596343731 1.21613879080433 0.204837328966376 4.59696288982986e-33 0 3.83750287271533e-15
CD63 -0.0438847486661544 1.147227444393 0.227716947439461 5.48775881311968e-07 0 1.12554755895613e-23
p53 -0.0396651470609949 0.697683270582575 0.487553423935842 0.00117287808347342 2.06436490777156e-60 2.13036269996314e-36
PD1 -0.126585317961755 0.939558397123231 0.309441643189148 1.25135437193593e-07 4.03561393921854e-172 1.5564390936603e-16
CD56 -0.0246155828282627 0.219588447171782 0.0717118745659132 0.0308172735793845 0.00892350461617818 0.254569369538168
CD45 -0.110585708395994 1.10649673272092 0.00383565234063869 3.24588105499913e-14 0 0.80045300708737
H3K27me3 -0.210970763686525 1.15356929615829 0.0776049188453731 1.15020727045574e-30 0 0.000110293100260102
HLA.DR -0.395975593706508 1.01253455854635 0.314523677462287 4.69979339227327e-56 0 3.85661237486988e-51
Lag3 -0.279503373543503 0.720334775271298 0.608629865741079 7.49880160527557e-07 3.57066145803556e-60 2.42452897492705e-36
CD68 -0.593322982583606 1.09428998527062 0.293672077024635 2.97076906427832e-41 0 1.47237267493306e-29
Keratin17 -0.141952904226224 0.203870455918151 0.258298460555248 6.8153203868149e-12 0.000526849304185141 4.40433587871869e-06
CD11c -0.414577827421029 0.929368080659585 0.547811163385368 3.87149624001368e-55 0 5.25858216055192e-98
EGFR 0.0401119225416924 0.923315970428666 0.277817604286099 0.00027923500704627 5.48452523011701e-153 2.25731465953116e-12
CD3 -0.146974353363269 1.05431785450129 0.220040763490024 1.01968754759112e-34 0 2.56474412722642e-34
CD31 -0.10631862113677 0.729804677520164 0.659082740742347 1.39525611340841e-08 4.85364179221621e-71 8.29391072311354e-62
CD45RO -0.208046217432471 1.07810077925714 0.10587649681528 1.98255806531659e-21 0 8.00660004558138e-09
CD11b -0.195223654908696 1.14814366159074 0.142410972118555 1.0966945328216e-24 0 1.33512759146437e-12
Keratin6 0.076445228411813 0.890469365208256 0.360708387408864 2.71988733397283e-17 3.50892606606073e-202 1.08187791595331e-38
Beta.catenin 0.0399926598862584 1.0213197841774 0.292406940196137 3.607275762823e-06 0 3.00395681015406e-38
CD4 -0.325553990139149 1.07962793204423 0.225170272433021 3.4210685465487e-33 0 3.20705111634364e-21
H3K9ac -0.280959918076258 1.07679196297902 0.253747151527396 3.50222733467115e-51 0 3.65694085968315e-34
phospho.S6 -0.306105177645412 1.02764081699465 0.371098952783772 6.60421148257579e-55 0 2.65486433953033e-53
CSF.1R -0.258746126804328 1.00875200109148 0.254757907447603 3.4490457784228e-39 0 9.31884358745362e-45
CD20 0.0789699043977437 1.02513450021071 0.665768016090396 1.29688987881692e-13 1.38045571878999e-128 5.57619818922692e-102
HLA_Class_1 -0.395894947371779 1.01210671272079 0.284576797096704 1.63949946659092e-69 0 1.30767522603503e-54
Pan.Keratin 0.0743234481777668 1.09254416721374 0.178563173890969 1.82831441014528e-18 0 1.17585896000296e-12
