target intercept intra c.para.120 p.intercept p.intra p.c.para.120
OX40 -0.00749119717890215 0.835601734638403 0.425550978081924 0.572140115295205 9.79476638467597e-40 2.37020668686015e-12
FoxP3 -0.0217132886129338 1.13938088611708 -0.0143710190062356 0.261489897176524 5.88360859560364e-120 0.812476303817898
Ki67 -0.00388202370430957 0.84574250899436 0.329608106064274 0.753250087314016 3.11790732265249e-56 1.59918162890439e-11
Lag3 -0.0635362076699504 0.718480497129758 0.40425564909058 0.0467681533495602 1.39363593220117e-63 3.45027762833222e-21
MPO -0.0800261951490727 1.17866971855827 0.283719852681527 3.59967343348887e-07 0 3.73402895541763e-28
PD1 -0.0889820642975865 0.881872015175256 0.339691654559005 2.83921064380124e-05 1.17753945331963e-176 2.32717900742296e-20
IDO -0.0686334382398479 0.759661377209437 0.603618679176239 3.19434505474095e-06 3.21634318579905e-105 2.56471288782548e-62
PD.L1 -0.10762819537527 0.944454377144313 0.311026888083406 5.29022390518807e-15 0 8.06760948929834e-53
CD138 -0.00476259603141203 0.559618678493422 0.739675234017293 0.667133827094379 1.47068904240825e-47 7.63189068257371e-161
CD20 0.129446733445244 0.970225676891946 0.674432826677292 6.3767004953014e-34 4.11127815881574e-150 5.90841710159073e-104
CD16 -0.268922002142034 1.00754243134392 0.184947807761034 6.06988250290919e-22 0 4.31443186082966e-21
CSF.1R -0.0578403765004506 0.976976294880795 0.184905129551318 2.86205120710779e-05 0 4.87142639152869e-14
CD45 -0.0424089782243594 1.06993855528965 -0.00137282851804205 3.87466887478579e-07 0 0.911108062284856
CD63 -0.0957298069569912 1.11491348080273 0.204581196608935 3.58510078074633e-14 0 6.45495411768219e-20
p53 -0.182612728155452 -0.058110707378238 0.446271447036368 1.53600950653568e-08 0.468063355628152 1.30302960288284e-09
HLA.DR -0.157638290868573 0.848478471904426 0.450875443459057 2.44194655445873e-33 0 8.83288379107035e-100
Keratin17 0.342483207166225 1.30545558459331 1.01157275882208 5.93235228632929e-117 7.50847764460207e-167 1.75093740095825e-119
CD56 -0.000697184180663415 0.983539783091374 0.104314902709532 0.943175202289229 2.30080858012146e-68 0.0586051102238959
EGFR 0.0890817341422869 0.667323409053137 0.641608614948628 2.36539834169925e-08 1.60507970847587e-40 2.62712342466896e-55
H3K27me3 -0.0521684644026618 1.15037205146016 0.000538522589495559 5.31754725784472e-08 0 0.979455002335307
CD31 -0.108970874020675 0.97435145507408 0.488619693109053 2.98255551775578e-09 5.2491258006632e-101 1.12069265376627e-33
CD209 -0.22733941784803 0.949704834431991 0.504569080028298 8.29897511096235e-37 6.72028921285098e-290 3.82201227645401e-71
Keratin6 0.128697357898704 0.833783631138361 0.483284239912208 3.74971974218837e-20 8.80009440863178e-142 2.8314526275047e-44
CD4 -0.0509025849281717 1.05884471260352 0.107538266190959 1.70305706187536e-05 0 1.97254872419413e-06
Beta.catenin 0.158725114249322 0.925693162454563 0.367459318598561 1.04670024050166e-51 0 1.4417215611581e-83
CD8 -0.073153839399931 1.11630557851467 0.152328427748269 3.7300419991783e-06 0 2.53195194964769e-07
CD68 -0.228278094428733 1.11871697855926 0.247769187182367 4.69616289529111e-31 0 1.41664090398091e-22
H3K9ac -0.141179100631901 1.09884490208397 0.193154464526836 6.87061485159952e-33 0 3.66262037702998e-23
CD11b -0.235655556525956 1.05442709105765 0.146936752578311 1.58839061094078e-17 0 1.96906993418797e-13
CD45RO -0.103592652288188 1.04836778978988 0.0578338263489607 1.83893086748552e-11 0 8.76626203700615e-05
phospho.S6 -0.116494848839237 0.890393014270143 0.480315642657275 4.40806764592292e-21 7.00381370953451e-240 2.27757134745492e-79
CD11c -0.179648246975444 0.87992142826704 0.386174438606831 2.31355799583239e-29 0 3.39994597453582e-97
Pan.Keratin 0.0969127908404359 1.04558170343048 0.192569738732512 1.02738639469064e-27 0 1.96086030221146e-17
HLA_Class_1 -0.128000007788705 0.917692658606356 0.28706453625494 1.11579521521775e-35 0 3.38953855288874e-56
CD3 -0.0573839165418758 1.06765748058372 0.118086032960617 2.41598398110713e-10 0 2.53855515567825e-10
