target intercept intra c.para.120 p.intercept p.intra p.c.para.120
Lag3 -0.139704777371605 0.719025477773447 0.411908942643586 0.100374938577611 2.18216986287198e-29 3.03338872978278e-08
CD20 -0.105250883547486 -0.343253071859531 1.03159652135135 0.00152156779168325 0.000237196262364129 1.53954666996462e-60
Ki67 -0.0952234464082513 0.243822987366793 0.191490943395832 0.000773401133072949 0.066139136826671 0.0646781644660656
CD138 -0.0209619669471887 0.212287054700173 0.735887858838511 0.491495346184208 0.0247324229568952 1.03084243540082e-26
PD1 -0.448876010548079 0.995410511059206 0.238353550005098 2.83206404155814e-05 1.10359893882129e-142 4.01161218984312e-07
PD.L1 -0.0375398416646068 0.746280186588947 0.340046399848998 0.168390327318746 6.20369374523709e-35 2.65846885806967e-07
CSF.1R -0.0818380203846122 0.92981331270765 0.268730801852048 0.00153403511542262 4.34138802249546e-118 4.64700825851302e-11
CD11b 0.0308129064657457 1.00037968681029 0.333336349562248 0.0290855490561656 1.27834159856196e-55 9.05875483648251e-07
CD63 -0.0927681400534085 1.07418386325486 0.27428109686677 0.000276958240921267 2.28250192310941e-92 9.6229909514445e-09
CD3 -0.0511292718419016 1.0956821384277 0.0453229266085906 0.00412629259063944 1.42517382087712e-280 0.187930181450957
CD4 0.00282838791733775 1.13684842876911 0.111191520330114 0.833597171120912 5.25872844783488e-205 0.00151684899288121
MPO -0.130947626496166 0.861978389842616 0.696008131447099 0.000525961079282153 1.20087590934664e-46 2.77673465420255e-35
Beta.catenin -0.00508175414563541 0.927966311851735 0.275676993976334 0.720819183692704 1.5973826379041e-145 2.35695488451202e-17
CD31 -0.00870644269300406 0.50870699092787 0.758240530959934 0.656946092549424 1.01253320197672e-10 4.44409403174687e-34
EGFR 0.0200774918821359 0.645390394441555 0.458707311878247 0.288531176331392 3.61258388630908e-19 4.5793002170913e-11
p53 -0.00208189240823655 1.10007534984118 0.0966270080274444 0.903188093728314 2.62056531110439e-49 0.148935119404183
H3K9ac -0.0485265390355672 1.11965302204369 0.10722632718773 0.000879275997557542 2.5901071397166e-233 0.00407270171029479
CD11c 0.0144719519070345 0.68818396393142 0.592955937653855 0.294903480204402 9.31499615280678e-49 2.99396690634882e-52
H3K27me3 -0.0362011825539952 1.1731956186923 0.141230869318772 0.00477668167060931 1.37173959292409e-263 8.78135915469038e-05
IDO 0.0636541763856086 0.751903383999729 0.602115494211427 0.0129745379634158 1.02842658895453e-12 8.91686995619468e-10
CD68 -0.147230412072202 1.06156571201321 0.20427169011346 1.98497291302793e-06 1.68848767318064e-128 5.24915005462518e-06
CD45 -0.0589192808397325 1.06919222375542 0.114967904818227 3.51839212676372e-06 2.4379389220981e-299 6.76761246224803e-05
CD16 -0.42153062462548 1.07972931850475 0.291076563644522 4.58862732853568e-11 1.52196529815802e-149 4.47686938354936e-09
CD45RO -0.0633578900712066 1.08656119456032 0.0563385222318636 0.00102192236118211 2.49963303246793e-287 0.0774832935646915
Keratin6 0.0379358044556343 0.931096956329127 0.257187229661185 0.000336153276888118 8.44105650726527e-112 3.51609243145979e-10
HLA.DR -0.0461643559331458 0.821698230633357 0.472664687771444 0.00649682800113552 4.16969159768072e-72 5.52805576255185e-26
CD8 -0.16220173339147 1.1108942472511 0.0271350224564556 0.00161287641871585 1.55643367898639e-269 0.458113225380233
Pan.Keratin 0.034268363350574 0.925709410747064 0.251309538437619 0.0128726634341442 8.55816059398532e-93 7.02881194055481e-08
phospho.S6 0.0726939717968999 0.973946516112368 0.399212301362365 4.49925332461977e-06 1.74619551404462e-111 8.70546964799745e-22
HLA_Class_1 -0.23593978340361 0.89799231816463 0.391366828522609 2.83466395908568e-21 1.38552294811682e-141 6.25643062130242e-32
