target intercept intra c.para.120 p.intercept p.intra p.c.para.120
CD56 -0.029062872087753 0.594539521963908 0.456152480237873 0.68358050439431 1.73432138627735e-09 7.49086741891749e-07
CD4 0.0124560060957112 1.08373059754766 0.120943959906672 0.458766077577095 3.83240329390264e-111 0.0132044674434423
Ki67 0.0513185864227318 0.758991660086651 0.531743396097832 0.0648712475159079 1.97693609762146e-13 2.13847401848651e-07
CD31 -0.0480740247883752 0.665361913916076 0.298299892826692 0.445228261608707 1.90053385112463e-09 0.000336824572537572
PD1 -0.00920555804853381 0.787417994983281 0.292163858933486 0.71678852470368 6.96704114970363e-28 8.75900777217635e-06
CD16 -0.246696583883318 1.05716363561879 0.267186110653174 1.18158900197312e-06 2.85311252025122e-89 6.20607266093134e-06
CSF.1R 0.0243832101197452 0.774959682799179 0.353763829201768 0.287598718352934 9.78802875869037e-32 5.56365229980773e-08
CD138 -0.314787138119012 0.295363896193872 0.979049809368405 0.0142643956992945 0.00456023502548379 4.74653274187166e-52
EGFR -0.144279267283475 0.260134666318511 0.237296888738131 0.000239765770486908 0.0091002874602671 0.0182921767649148
CD20 -0.122403018586461 0.394236934260583 0.237495485393345 0.00848016963810551 0.000457018459609727 0.056659077423862
CD11c -0.0994710885646114 0.894360880400715 0.441739122467087 0.000199805816408895 1.50450432905286e-61 3.52983279087634e-16
CD3 0.00177259404963062 1.12850244489139 -0.0736761656076836 0.888557186526333 1.55166088461954e-203 0.0623751894603218
CD45RO -0.00188522379577151 1.09619942066524 -0.0322430946374692 0.910338421067942 1.27183000310247e-154 0.44672036287326
Pan.Keratin 0.181409987478325 1.26443931841101 0.0765618452478305 0.0040718103573873 4.54565876748806e-50 0.462388405139104
CD8 0.000750541307201567 1.2137762716404 0.0850386944390242 0.976288400114189 1.85180210524787e-126 0.114742484567407
HLA.DR -0.108366175759129 0.859954983148304 0.436832030410625 1.04066415587945e-05 9.59722421515662e-92 1.24365260089805e-24
CD68 -0.606237674140697 1.10271906278807 0.254545467400006 3.60269035069756e-08 4.66706028128101e-91 1.87733713444906e-05
CD45 0.0106028158994617 1.0316543711381 0.126534934370089 0.295805066852748 5.98249526537451e-172 0.000104820477932631
CD63 0.00170891399858252 0.884779394180824 0.276673354285359 0.934819118867075 4.34912260790509e-26 0.000497018993939398
Beta.catenin 0.229760298463787 1.13928472822218 0.224733767311244 0.000245265159514324 6.31935327470641e-46 0.00342640955255094
Keratin6 0.0430931895472744 1.09679861594187 0.0424343209698716 0.104314360619357 2.01621983051426e-77 0.508441377999486
phospho.S6 -0.0161063963347406 1.0142724299733 0.340729601649288 0.462139513528234 4.29798217106372e-59 5.06122509111488e-08
CD11b -0.0532954670848679 0.984960864306927 0.270937367206373 0.0423761543069298 7.06024371911685e-80 2.41966667962651e-07
H3K27me3 0.181611648102701 1.16330467261935 0.0630594023621613 5.20461945865948e-05 3.79859514207347e-164 0.232514248626605
MPO -0.0426634816037569 0.180547274961928 0.264278164771973 0.0600944570738406 0.182334069519161 0.0084886688626009
H3K9ac 0.0901192203231784 1.09987829082387 0.154801235773916 7.84848050395424e-05 1.38690933036619e-142 0.00117924436293801
HLA_Class_1 0.0563610187991975 0.646987123809943 0.576478407338058 4.58711869051172e-06 3.04684462591067e-59 1.88859475354117e-56
