target intra.RMSE intra.R2 multi.RMSE multi.R2 p.RMSE p.R2
Lag3 0.568546397121823 0.0415015031968056 0.573507541160628 0.0413443754023776 0.512253813714563 0.501778053508475
PD1 0.169857903413197 0.0154281336719684 0.171128364267793 0.0196964174482729 0.511047591106878 0.390651909052457
CD56 0.658894023704116 0.00166387681851005 0.65971412177485 0.000822787652661661 0.501680617323054 0.73942761333208
PD.L1 0.138970491471355 0.0432873515256698 0.138092262573602 0.0485507542954492 0.485499560871084 0.425961114826186
CD11b 0.103289240132064 0.203020268784106 0.103611709863691 0.200601238190942 0.503795186518078 0.510902945475879
OX40 0.713548812809404 0 0.781798117253372 0.0158437114716352 0.570080580128606 0.130460275056608
CD138 0.182380411810896 0.00185841575910364 0.182389301976127 0.00182862945567128 0.500106156928898 0.510757477709383
Keratin17 0.114494946822217 0.411929522164029 0.114308886115735 0.412154247013045 0.496862787013487 0.499295069492488
CD31 0.595619505079015 0.121865028107554 0.580590674253365 0.160396121967262 0.406478431128357 0.23516659542071
CSF.1R 0.277287882735496 0.0839277500487559 0.276498001024503 0.0889776587694347 0.486283785662111 0.42565798090568
MPO 1.06671324952654 0.106755517959099 1.04925041712544 0.134879781053816 0.389376501298012 0.223948015148441
CD3 0.374491663545718 0.688320334126483 0.373764388556399 0.689565064129946 0.483340584705003 0.477789290789897
CD45RO 0.491905276318382 0.697407527159481 0.491649041891173 0.697719387202365 0.493370216608709 0.486979484484333
CD4 0.444341212103121 0.54138722038143 0.44130292080754 0.548186595127572 0.443245546730136 0.425080120080336
CD63 0.633594995298243 0.0596811624452753 0.603499795953444 0.14278820611518 0.285000544160116 0.0289712688699381
Beta.catenin 0.290094983574326 0.230008146948554 0.280701906181432 0.27904421775799 0.0847285747975603 0.164773023127583
CD68 0.832429337927093 0.198172728902592 0.818188478215427 0.226542180581277 0.361720975546634 0.219899915989522
CD11c 0.855128502573114 0.502471737093112 0.816210179061259 0.546469911471287 0.0793779457717536 0.0670821279242674
CD45 0.312027878675282 0.744233902583666 0.310726497762771 0.746368187723578 0.428531515379645 0.425192972175849
H3K9ac 0.161348013924036 0.614216269751374 0.160661382509402 0.617588797519865 0.443379231353791 0.410097591201566
H3K27me3 0.293686879860003 0.64383284572546 0.29095936239868 0.650466066922944 0.381793214407761 0.341362026624862
Keratin6 0.0348283918266793 0.140916769819043 0.0348548339329201 0.140798312142373 0.501210309284714 0.500427078052351
IDO 0.292501433678864 0.083204095557183 0.291895700761421 0.0836251648257207 0.494348295936163 0.494909416439362
CD8 0.655099820977969 0.26781978928627 0.649303004677874 0.279846900388544 0.392710840527496 0.350749599185278
CD20 0.44355287355492 0.282928341202004 0.409935019412681 0.377330786463831 0.0345046583023811 0.0437761211242156
Pan.Keratin 0.100868214087727 0.570798586083883 0.100453377905738 0.574169831792278 0.4841224429113 0.474552588952998
CD16 0.711141796186073 0.472351639521888 0.697938990557839 0.492331007603881 0.264773949196145 0.205080683579798
HLA.DR 0.548058844186656 0.43064391800669 0.52834076672687 0.470827258526967 0.15766280499707 0.0351295062536673
phospho.S6 0.31251140783706 0.160054954078655 0.2995127743341 0.226776569438449 0.123756213330668 0.00652110489143997
HLA_Class_1 0.413044124835444 0.404848204171045 0.390959725873766 0.466647420481873 0.0225146128788815 0.000913523502544836
