target intercept intra c.para.120 p.intercept p.intra p.c.para.120
CD16 -0.0441902413598221 0.234315153319507 0.57275188711439 0.62661754655358 0.277679815459771 0.0486762637978134
CD138 0.145629951211722 0.307787959967951 0.160135456553075 0.380486901124921 0.254298938068076 0.486005906863316
CD68 -0.95468444827331 1.28964575767994 0.00443040532798951 0.103367796123426 3.28695328506779e-18 0.977438805197908
CD63 -1.1790496537463 1.30713277808431 0.0636569406346049 0.00720661311460704 1.85331688060085e-22 0.601118335429561
CD45RO 0.183425613193694 1.38087965713621 0.122438201328815 0.00708170784627279 2.50227545448683e-16 0.447629617053374
Beta.catenin -0.5119949968732 0.332258400300058 0.0206153273144236 0.041332257283002 0.135046169680886 0.933634346193648
HLA.DR -0.271083935820005 1.18915388261596 0.147082753212816 0.045268376950948 6.10048877105613e-18 0.326702585618201
CD45 0.118133505565014 1.31328861538133 -0.157029546891822 0.354198852692805 2.53588098583904e-20 0.299995067835097
H3K9ac 0.218764167115065 1.15469976214317 0.300485186285966 0.0432038792298126 9.77348732722055e-15 0.0603787045002902
Pan.Keratin 0.0108404560714886 1.00858666558433 0.119903673895546 0.852571107085566 3.23518513770646e-08 0.504508453602662
H3K27me3 -0.119281024040064 1.39424521365034 -0.0917478816829144 0.127711504667933 5.38579106622174e-25 0.470038476920659
CD11b -0.0131553075630883 1.01809874390543 -0.0416641552463769 0.868273156283357 1.05385062343355e-07 0.817180580687623
phospho.S6 0.00102584566056708 1.36175132335216 0.148208104203433 0.979550250535981 9.10260401354386e-27 0.207468483806395
Keratin6 -0.192076848441534 0.688850695081926 -0.100011655988614 0.137721703349379 0.00148252136262909 0.652381016823959
HLA_Class_1 0.40145494102937 0.828924000900918 0.550776718754225 0.0972436603146791 2.54990347991041e-05 0.0024379274388454
